,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,,383.75799560546875,,,3.993269920349121,,383.75799560546875,,,3.993269920349121,,385.4779968261719,,,4.0160298347473145,,375.3890075683594,,,3.9539101123809814,,382.7560119628906,,,3.9914400577545166,,13600700,,,3561280
2014-10-18,,391.4419860839844,,,4.055759906768799,,391.4419860839844,,,4.055759906768799,,395.1579895019531,,,4.0877299308776855,,378.97100830078125,,,3.954710006713867,,383.97601318359375,,,3.9916300773620605,,11416800,,,2386140
2014-10-19,,389.5459899902344,,,3.9889400005340576,,389.5459899902344,,,3.9889400005340576,,393.9389953613281,,,4.061460018157959,,386.4570007324219,,,3.974440097808838,,391.2539978027344,,,4.056429862976074,,5914570,,,1576340
2014-10-20,,382.8450012207031,,,3.909830093383789,,382.8450012207031,,,3.909830093383789,,390.0840148925781,,,3.983570098876953,,378.25201416015625,,,3.8774800300598145,,389.2309875488281,,,3.983570098876953,,16419000,,,2252890
2014-10-21,,386.4750061035156,,,3.9400100708007812,,386.4750061035156,,,3.9400100708007812,,392.64599609375,,,3.969939947128296,,380.8340148925781,,,3.900360107421875,,382.4209899902344,,,3.911799907684326,,14188900,,,1948840
2014-10-22,,383.1579895019531,,,3.843319892883301,,383.1579895019531,,,3.843319892883301,,388.57598876953125,,,3.9599599838256836,,382.2489929199219,,,3.8385798931121826,,386.1180114746094,,,3.9409499168395996,,11641300,,,2094200
2014-10-23,,358.4169921875,,,3.739650011062622,,358.4169921875,,,3.739650011062622,,385.0480041503906,,,3.8660600185394287,,356.4469909667969,,,3.726569890975952,,382.9620056152344,,,3.8469700813293457,,26456900,,,3191780
2014-10-24,,358.3450012207031,,,3.747529983520508,,358.3450012207031,,,3.747529983520508,,364.3450012207031,,,3.7798099517822266,,353.30499267578125,,,3.7244999408721924,,358.59100341796875,,,3.739490032196045,,15585700,,,3557710
2014-10-25,,347.27099609375,,,3.6675500869750977,,347.27099609375,,,3.6675500869750977,,359.8609924316406,,,3.7598400115966797,,342.87701416015625,,,3.629040002822876,,358.6109924316406,,,3.748729944229126,,18127500,,,2370430
2014-10-26,,354.7040100097656,,,3.727180004119873,,354.7040100097656,,,3.727180004119873,,359.22100830078125,,,3.7673699855804443,,343.9309997558594,,,3.661530017852783,,347.48699951171875,,,3.668950080871582,,11272500,,,1986590
2014-10-27,,352.989013671875,,,3.807310104370117,,352.989013671875,,,3.807310104370117,,358.6319885253906,,,3.893320083618164,,349.8089904785156,,,3.7130699157714844,,354.7770080566406,,,3.72406005859375,,13033000,,,2694530
2014-10-28,,357.6180114746094,,,3.8460700511932373,,357.6180114746094,,,3.8460700511932373,,359.9840087890625,,,3.8965799808502197,,352.6789855957031,,,3.794680118560791,,353.2149963378906,,,3.812269926071167,,7845880,,,2222000
2014-10-29,,335.59100341796875,,,3.72694993019104,,335.59100341796875,,,3.72694993019104,,357.8330078125,,,3.85332989692688,,335.3429870605469,,,3.720400094985962,,357.0889892578125,,,3.8528800010681152,,18192700,,,2551500
2014-10-30,,345.30499267578125,,,3.785860061645508,,345.30499267578125,,,3.785860061645508,,350.9129943847656,,,3.8191699981689453,,335.0719909667969,,,3.7195301055908203,,335.7090148925781,,,3.734499931335449,,30177900,,,2667440
2014-10-31,,338.3210144042969,,,3.753999948501587,,338.3210144042969,,,3.753999948501587,,348.0450134277344,,,3.804539918899536,,337.1419982910156,,,3.7453200817108154,,345.0090026855469,,,3.7846500873565674,,12545400,,,2303900
2014-11-01,,325.7489929199219,,,3.570590019226074,,325.7489929199219,,,3.570590019226074,,340.52899169921875,,,3.7571499347686768,,321.05499267578125,,,3.5590999126434326,,338.6499938964844,,,3.756659984588623,,16677200,,,2476220
2014-11-02,,325.8919982910156,,,3.585099935531616,,325.8919982910156,,,3.585099935531616,,329.04998779296875,,,3.6229100227355957,,320.6260070800781,,,3.554500102996826,,326.07501220703125,,,3.5768799781799316,,8603620,,,2031400
2014-11-03,,327.5539855957031,,,3.5780599117279053,,327.5539855957031,,,3.5780599117279053,,334.00201416015625,,,3.661750078201294,,325.4809875488281,,,3.5563900470733643,,325.5690002441406,,,3.5859100818634033,,12948500,,,2034500
2014-11-04,,330.49200439453125,,,3.5917599201202393,,330.49200439453125,,,3.5917599201202393,,331.7669982910156,,,3.619529962539673,,325.0769958496094,,,3.547650098800659,,327.1610107421875,,,3.5804200172424316,,15655500,,,2336120
2014-11-05,,339.4859924316406,,,3.644850015640259,,339.4859924316406,,,3.644850015640259,,343.3689880371094,,,3.6710898876190186,,330.6830139160156,,,3.5903100967407227,,330.6830139160156,,,3.5903100967407227,,19817200,,,2855540
2014-11-06,,349.2900085449219,,,3.64955997467041,,349.2900085449219,,,3.64955997467041,,352.96600341796875,,,3.667409896850586,,338.42401123046875,,,3.6187500953674316,,339.4580078125,,,3.6421399116516113,,18797000,,,2461750
2014-11-07,,342.4150085449219,,,3.5573699474334717,,342.4150085449219,,,3.5573699474334717,,352.73199462890625,,,3.6619598865509033,,341.7760009765625,,,3.55499005317688,,349.8179931640625,,,3.649669885635376,,16834200,,,2417010
2014-11-08,,345.4880065917969,,,3.556260108947754,,345.4880065917969,,,3.556260108947754,,347.0320129394531,,,3.578749895095825,,342.15399169921875,,,3.53233003616333,,342.15399169921875,,,3.556649923324585,,8535470,,,1508220
2014-11-09,,363.2640075683594,,,3.631459951400757,,363.2640075683594,,,3.631459951400757,,363.6260070800781,,,3.6373000144958496,,344.2550048828125,,,3.5469400882720947,,345.3760070800781,,,3.554840087890625,,24205600,,,1873830
2014-11-10,,366.92401123046875,,,3.6956300735473633,,366.92401123046875,,,3.6956300735473633,,374.8160095214844,,,3.7310900688171387,,357.5610046386719,,,3.593559980392456,,362.2650146484375,,,3.632159948348999,,30450100,,,3545550
2014-11-11,,367.69500732421875,,,3.6758899688720703,,367.69500732421875,,,3.6758899688720703,,371.30999755859375,,,3.737799882888794,,363.7349853515625,,,3.6743600368499756,,365.85699462890625,,,3.698509931564331,,15838900,,,2783960
2014-11-12,,423.5610046386719,,,4.068610191345215,,423.5610046386719,,,4.068610191345215,,429.7179870605469,,,4.141510009765625,,367.9849853515625,,,3.67972993850708,,367.9849853515625,,,3.67972993850708,,45783200,,,8733140
2014-11-13,,420.7349853515625,,,4.097660064697266,,420.7349853515625,,,4.097660064697266,,457.0929870605469,,,4.350220203399658,,401.12298583984375,,,4.01938009262085,,427.27301025390625,,,4.132989883422852,,58945000,,,13963000
2014-11-14,,397.8179931640625,,,3.989370107650757,,397.8179931640625,,,3.989370107650757,,419.25201416015625,,,4.09119987487793,,384.78900146484375,,,3.861639976501465,,418.4169921875,,,4.0854997634887695,,29589200,,,7587850
2014-11-15,,376.13299560546875,,,3.854330062866211,,376.13299560546875,,,3.854330062866211,,405.52801513671875,,,4.037660121917725,,371.00799560546875,,,3.8097500801086426,,399.6499938964844,,,3.992259979248047,,15727500,,,3891770
2014-11-16,,387.8819885253906,,,3.8836300373077393,,387.8819885253906,,,3.8836300373077393,,390.79901123046875,,,3.9009499549865723,,374.60198974609375,,,3.8259899616241455,,374.7300109863281,,,3.8411900997161865,,11905600,,,2991050
2014-11-17,,387.4079895019531,,,3.8774399757385254,,387.4079895019531,,,3.8774399757385254,,410.1990051269531,,,3.9969899654388428,,377.50201416015625,,,3.8304800987243652,,388.3489990234375,,,3.8805599212646484,,41518800,,,3967100
2014-11-18,,375.197998046875,,,3.770159959793091,,375.197998046875,,,3.770159959793091,,392.4020080566406,,,3.9060399532318115,,371.11700439453125,,,3.7518699169158936,,387.7850036621094,,,3.875149965286255,,32222500,,,4024840
2014-11-19,,380.55499267578125,,,3.807460069656372,,380.55499267578125,,,3.807460069656372,,386.4809875488281,,,3.8439300060272217,,373.89599609375,,,3.772480010986328,,373.89599609375,,,3.7799599170684814,,18931800,,,2858300
2014-11-20,,357.8399963378906,,,3.6115500926971436,,357.8399963378906,,,3.6115500926971436,,382.0249938964844,,,3.817500114440918,,356.781005859375,,,3.5854198932647705,,380.3070068359375,,,3.806960105895996,,25233200,,,3682840
2014-11-21,,350.8479919433594,,,3.496929883956909,,350.8479919433594,,,3.496929883956909,,357.8789978027344,,,3.614300012588501,,344.11199951171875,,,3.480410099029541,,357.8789978027344,,,3.614300012588501,,29850100,,,3851320
2014-11-22,,352.9200134277344,,,3.523289918899536,,352.9200134277344,,,3.523289918899536,,364.84100341796875,,,3.6206300258636475,,350.87799072265625,,,3.489219903945923,,351.60400390625,,,3.5011401176452637,,15273000,,,2446510
2014-11-23,,367.572998046875,,,3.594360113143921,,367.572998046875,,,3.594360113143921,,370.8450012207031,,,3.6119699478149414,,353.17498779296875,,,3.5157299041748047,,353.17498779296875,,,3.522779941558838,,15151600,,,1686970
2014-11-24,,376.9010009765625,,,3.6285500526428223,,376.9010009765625,,,3.6285500526428223,,387.2090148925781,,,3.689079999923706,,366.66900634765625,,,3.5695900917053223,,366.947998046875,,,3.594640016555786,,30930100,,,3281530
2014-11-25,,375.3479919433594,,,3.567500114440918,,375.3479919433594,,,3.567500114440918,,394.70098876953125,,,3.696700096130371,,374.78399658203125,,,3.5450499057769775,,376.885986328125,,,3.6249799728393555,,25442200,,,3468870
2014-11-26,,368.3699951171875,,,3.560460090637207,,368.3699951171875,,,3.560460090637207,,377.697998046875,,,3.5871500968933105,,365.8160095214844,,,3.5357799530029297,,376.0190124511719,,,3.5689098834991455,,18601700,,,2497390
2014-11-27,,369.6700134277344,,,3.559880018234253,,369.6700134277344,,,3.559880018234253,,373.99200439453125,,,3.5802500247955322,,368.2820129394531,,,3.5527799129486084,,370.50201416015625,,,3.5650699138641357,,8748030,,,1764690
2014-11-28,,376.4469909667969,,,3.6038599014282227,,376.4469909667969,,,3.6038599014282227,,382.8380126953125,,,3.6427700519561768,,358.4549865722656,,,3.5009100437164307,,369.3739929199219,,,3.5607900619506836,,22946500,,,2007140
2014-11-29,,375.4909973144531,,,3.586280107498169,,375.4909973144531,,,3.586280107498169,,387.60101318359375,,,3.636120080947876,,372.1449890136719,,,3.570319890975952,,376.1520080566406,,,3.604710102081299,,15375600,,,2264640
2014-11-30,,378.0469970703125,,,3.576090097427368,,378.0469970703125,,,3.576090097427368,,382.5270080566406,,,3.6141200065612793,,373.3089904785156,,,3.562469959259033,,375.510009765625,,,3.5859599113464355,,9194440,,,1206290
2014-12-01,,379.2449951171875,,,3.5771400928497314,,379.2449951171875,,,3.5771400928497314,,383.6619873046875,,,3.606920003890991,,376.66900634765625,,,3.5666399002075195,,378.2489929199219,,,3.575589895248413,,11763000,,,1275120
2014-12-02,,381.31500244140625,,,3.6310999393463135,,381.31500244140625,,,3.6310999393463135,,384.0379943847656,,,3.661590099334717,,377.8630065917969,,,3.5777900218963623,,379.25,,,3.5779900550842285,,12364100,,,2051950
2014-12-03,,375.010009765625,,,3.6120200157165527,,375.010009765625,,,3.6120200157165527,,383.0260009765625,,,3.6528499126434326,,374.34600830078125,,,3.5820701122283936,,381.72198486328125,,,3.628000020980835,,13340100,,,1715450
2014-12-04,,369.60400390625,,,3.592629909515381,,369.60400390625,,,3.592629909515381,,378.6549987792969,,,3.6368000507354736,,367.7590026855469,,,3.5862200260162354,,375.7179870605469,,,3.6117000579833984,,14529600,,,2291670
2014-12-05,,376.85400390625,,,3.618230104446411,,376.85400390625,,,3.618230104446411,,379.1919860839844,,,3.6225099563598633,,365.7560119628906,,,3.5757699012756348,,369.4419860839844,,,3.594089984893799,,15181800,,,2350920
2014-12-06,,374.7850036621094,,,3.6145200729370117,,374.7850036621094,,,3.6145200729370117,,378.447998046875,,,3.628230094909668,,370.94500732421875,,,3.6036698818206787,,376.7569885253906,,,3.615959882736206,,7009320,,,1690520
2014-12-07,,375.0950012207031,,,3.7111599445343018,,375.0950012207031,,,3.7111599445343018,,376.2919921875,,,3.749530076980591,,373.2749938964844,,,3.6085100173950195,,374.83599853515625,,,3.615600109100342,,6491650,,,1759240
2014-12-08,,361.90899658203125,,,3.6531999111175537,,361.90899658203125,,,3.6531999111175537,,376.02899169921875,,,3.7652199268341064,,361.885986328125,,,3.6531999111175537,,374.9649963378906,,,3.7083699703216553,,18898700,,,2295450
2014-12-09,,352.218994140625,,,3.521169900894165,,352.218994140625,,,3.521169900894165,,363.0669860839844,,,3.6689200401306152,,344.95098876953125,,,3.4825499057769775,,361.8949890136719,,,3.655019998550415,,32915500,,,3606940
2014-12-10,,346.364990234375,,,3.4998600482940674,,346.364990234375,,,3.4998600482940674,,352.3840026855469,,,3.540679931640625,,346.364990234375,,,3.48157000541687,,352.2049865722656,,,3.5238399505615234,,16427700,,,1982380
2014-12-11,,350.5060119628906,,,3.4810800552368164,,350.5060119628906,,,3.4810800552368164,,361.35699462890625,,,3.559809923171997,,338.76300048828125,,,3.4396300315856934,,344.3399963378906,,,3.4939301013946533,,32431300,,,2667680
2014-12-12,,352.5419921875,,,3.4867100715637207,,352.5419921875,,,3.4867100715637207,,352.9830017089844,,,3.492419958114624,,349.2909851074219,,,3.4788999557495117,,350.8330078125,,,3.4788999557495117,,16989800,,,2060970
2014-12-13,,347.3760070800781,,,3.476069927215576,,347.3760070800781,,,3.476069927215576,,352.3810119628906,,,3.489759922027588,,346.5880126953125,,,3.459559917449951,,352.3810119628906,,,3.486569881439209,,11675900,,,2121910
2014-12-14,,351.6319885253906,,,3.4804799556732178,,351.6319885253906,,,3.4804799556732178,,353.3160095214844,,,3.4987399578094482,,345.4179992675781,,,3.4676599502563477,,346.72698974609375,,,3.4751999378204346,,12415200,,,1547550
2014-12-15,,345.3450012207031,,,3.450779914855957,,345.3450012207031,,,3.450779914855957,,351.81500244140625,,,3.481600046157837,,344.9339904785156,,,3.448859930038452,,351.3609924316406,,,3.481110095977783,,17264200,,,2292030
2014-12-16,,327.06201171875,,,3.0152599811553955,,327.06201171875,,,3.0152599811553955,,345.8590087890625,,,3.4605700969696045,,327.06201171875,,,2.989269971847534,,345.6730041503906,,,3.4518399238586426,,30864900,,,5220210
2014-12-17,,319.7760009765625,,,2.940229892730713,,319.7760009765625,,,2.940229892730713,,333.9540100097656,,,3.0688300132751465,,315.1520080566406,,,2.8999900817871094,,326.8550109863281,,,3.0105600357055664,,37567900,,,3969240
2014-12-18,,311.39599609375,,,2.805569887161255,,311.39599609375,,,2.805569887161255,,323.7090148925781,,,2.995959997177124,,304.23199462890625,,,2.701970100402832,,319.7850036621094,,,2.944430112838745,,39173000,,,4301260
2014-12-19,,317.8429870605469,,,2.869110107421875,,317.8429870605469,,,2.869110107421875,,318.5329895019531,,,2.873840093612671,,306.7690124511719,,,2.7272400856018066,,311.1789855957031,,,2.8052799701690674,,23823100,,,2780240
2014-12-20,,329.95599365234375,,,2.9235799312591553,,329.95599365234375,,,2.9235799312591553,,330.32501220703125,,,2.943690061569214,,316.04400634765625,,,2.8671000003814697,,317.6189880371094,,,2.8671000003814697,,20856700,,,2591650
2014-12-21,,320.8429870605469,,,2.8503899574279785,,320.8429870605469,,,2.8503899574279785,,329.6289978027344,,,2.920370101928711,,318.90301513671875,,,2.8415799140930176,,329.5429992675781,,,2.9146299362182617,,15207600,,,2187630
2014-12-22,,331.885986328125,,,2.8857901096343994,,331.885986328125,,,2.8857901096343994,,334.11700439453125,,,2.906680107116699,,320.42498779296875,,,2.835789918899536,,321.0679931640625,,,2.8602499961853027,,22315100,,,2477440
2014-12-23,,334.5719909667969,,,2.881959915161133,,334.5719909667969,,,2.881959915161133,,336.2869873046875,,,2.9052700996398926,,329.60198974609375,,,2.8621199131011963,,332.0169982910156,,,2.887320041656494,,16574200,,,1901360
2014-12-24,,322.53399658203125,,,2.738339900970459,,322.53399658203125,,,2.738339900970459,,334.7409973144531,,,2.8808300495147705,,321.35699462890625,,,2.729559898376465,,334.385009765625,,,2.877700090408325,,15092300,,,2076240
2014-12-25,,319.00799560546875,,,2.6994500160217285,,319.00799560546875,,,2.6994500160217285,,322.6700134277344,,,2.752739906311035,,316.9580078125,,,2.670909881591797,,322.2860107421875,,,2.735949993133545,,9883640,,,1640910
2014-12-26,,327.92401123046875,,,2.7816898822784424,,327.92401123046875,,,2.7816898822784424,,331.42401123046875,,,2.8101799488067627,,316.62701416015625,,,2.6816699504852295,,319.1520080566406,,,2.700700044631958,,16410500,,,2088360
2014-12-27,,315.8630065917969,,,2.716949939727783,,315.8630065917969,,,2.716949939727783,,328.9110107421875,,,2.795370101928711,,312.6300048828125,,,2.7029600143432617,,327.5830078125,,,2.7795801162719727,,15185200,,,2180800
2014-12-28,,317.239013671875,,,2.7330400943756104,,317.239013671875,,,2.7330400943756104,,320.02801513671875,,,2.7618300914764404,,311.0780029296875,,,2.6728100776672363,,316.1600036621094,,,2.7190001010894775,,11676600,,,1701950
2014-12-29,,312.6700134277344,,,2.694819927215576,,312.6700134277344,,,2.694819927215576,,320.2669982910156,,,2.747220039367676,,312.3070068359375,,,2.6870899200439453,,317.70098876953125,,,2.733799934387207,,12302500,,,1471530
2014-12-30,,310.73699951171875,,,2.704010009765625,,310.73699951171875,,,2.704010009765625,,314.8089904785156,,,2.723989963531494,,309.37298583984375,,,2.6674299240112305,,312.718994140625,,,2.6961700916290283,,12528300,,,1536350
2014-12-31,,320.1929931640625,,,2.7189300060272217,,320.1929931640625,,,2.7189300060272217,,320.1929931640625,,,2.729830026626587,,310.21099853515625,,,2.6923000812530518,,310.91400146484375,,,2.7038400173187256,,13942900,,,1577550
2015-01-01,,314.2489929199219,,,2.699049949645996,,314.2489929199219,,,2.699049949645996,,320.43499755859375,,,2.724210023880005,,314.00299072265625,,,2.689769983291626,,320.43499755859375,,,2.724210023880005,,8036550,,,770693
2015-01-02,,315.0320129394531,,,2.6673600673675537,,315.0320129394531,,,2.6673600673675537,,315.8389892578125,,,2.69923996925354,,313.56500244140625,,,2.6638500690460205,,314.0790100097656,,,2.697429895401001,,7860650,,,855392
2015-01-03,,281.0820007324219,,,2.13316011428833,,281.0820007324219,,,2.13316011428833,,315.1499938964844,,,2.6664600372314453,,281.0820007324219,,,2.13316011428833,,314.84600830078125,,,2.6664600372314453,,33054400,,,5193080
2015-01-04,,264.19500732421875,,,1.9566800594329834,,264.19500732421875,,,1.9566800594329834,,287.2300109863281,,,2.1544599533081055,,257.61199951171875,,,1.912410020828247,,281.14599609375,,,2.110219955444336,,55629100,,,3888140
2015-01-05,,274.4739990234375,,,2.0821800231933594,,274.4739990234375,,,2.0821800231933594,,278.34100341796875,,,2.16048002243042,,265.0840148925781,,,1.9580299854278564,,265.0840148925781,,,1.9580299854278564,,43962800,,,10649500
2015-01-06,,286.1889953613281,,,2.1121199131011963,,286.1889953613281,,,2.1121199131011963,,287.5530090332031,,,2.1182401180267334,,272.6960144042969,,,2.0445399284362793,,274.6109924316406,,,2.0843400955200195,,23245700,,,3242950
2015-01-07,,294.3370056152344,,,2.1181800365448,,294.3370056152344,,,2.1181800365448,,298.7539978027344,,,2.149869918823242,,283.0790100097656,,,2.0811400413513184,,286.0769958496094,,,2.1180999279022217,,24866800,,,3388950
2015-01-08,,283.3489990234375,,,2.0080699920654297,,283.3489990234375,,,2.0080699920654297,,294.135009765625,,,2.123500108718872,,282.17498779296875,,,2.001849889755249,,294.135009765625,,,2.115609884262085,,19982500,,,2924520
2015-01-09,,290.4079895019531,,,1.9833600521087646,,290.4079895019531,,,1.9833600521087646,,291.114013671875,,,2.0112900733947754,,280.5329895019531,,,1.9586299657821655,,282.38299560546875,,,2.0100200176239014,,18718600,,,1951160
2015-01-10,,274.7959899902344,,,1.6533199548721313,,274.7959899902344,,,1.6533199548721313,,288.12701416015625,,,1.9803400039672852,,273.96600341796875,,,1.6218600273132324,,287.3030090332031,,,1.9699900150299072,,15264300,,,2911190
