Timestamp,transaction-fees
9/20/2009 0:00,0
9/23/2009 0:00,0
9/26/2009 0:00,0
9/29/2009 0:00,0
10/2/2009 0:00,0
10/5/2009 0:00,0
10/8/2009 0:00,0
10/11/2009 0:00,0
10/14/2009 0:00,0
10/17/2009 0:00,0
10/20/2009 0:00,0.12
10/23/2009 0:00,0
10/26/2009 0:00,0
10/29/2009 0:00,0
11/1/2009 0:00,0
11/4/2009 0:00,0
11/7/2009 0:00,0
11/10/2009 0:00,0
11/13/2009 0:00,0
11/16/2009 0:00,0
11/19/2009 0:00,0
11/22/2009 0:00,0
11/25/2009 0:00,0
11/28/2009 0:00,0
12/1/2009 0:00,0.22
12/4/2009 0:00,0
12/7/2009 0:00,0
12/10/2009 0:00,0
12/13/2009 0:00,0
12/16/2009 0:00,0
12/19/2009 0:00,0
12/22/2009 0:00,0
12/25/2009 0:00,0
12/28/2009 0:00,0
12/31/2009 0:00,0
1/3/2010 0:00,0
1/6/2010 0:00,0
1/9/2010 0:00,0
1/12/2010 0:00,0.26
1/15/2010 0:00,0
1/18/2010 0:00,0
1/21/2010 0:00,0
1/24/2010 0:00,0
1/27/2010 0:00,0
1/30/2010 0:00,0
2/2/2010 0:00,0
2/5/2010 0:00,0
2/8/2010 0:00,0
2/11/2010 0:00,0
2/14/2010 0:00,0
2/17/2010 0:00,0
2/20/2010 0:00,0
2/23/2010 0:00,0
2/26/2010 0:00,0
3/1/2010 0:00,0
3/4/2010 0:00,0
3/7/2010 0:00,0
3/10/2010 0:00,0
3/13/2010 0:00,0
3/16/2010 0:00,0
3/19/2010 0:00,0
3/22/2010 0:00,0
3/25/2010 0:00,0
3/28/2010 0:00,0
3/31/2010 0:00,0
4/3/2010 0:00,0
4/6/2010 0:00,0
4/9/2010 0:00,0
4/12/2010 0:00,0
4/15/2010 0:00,0
4/18/2010 0:00,0
4/21/2010 0:00,0
4/24/2010 0:00,0
4/27/2010 0:00,0
4/30/2010 0:00,0
5/3/2010 0:00,0
5/6/2010 0:00,0
5/9/2010 0:00,0
5/12/2010 0:00,0
5/15/2010 0:00,2.64
5/18/2010 0:00,0
5/21/2010 0:00,0
5/24/2010 0:00,0
5/27/2010 0:00,0
5/30/2010 0:00,0
6/2/2010 0:00,0
6/5/2010 0:00,0
6/8/2010 0:00,0
6/11/2010 0:00,0
6/14/2010 0:00,0
6/17/2010 0:00,0
6/20/2010 0:00,0
6/23/2010 0:00,0
6/26/2010 0:00,0
6/29/2010 0:00,0
7/2/2010 0:00,0
7/5/2010 0:00,0
7/8/2010 0:00,0
7/11/2010 0:00,0
7/14/2010 0:00,0.01
7/17/2010 0:00,0.05
7/20/2010 0:00,0
7/23/2010 0:00,0.01
7/26/2010 0:00,1.51
7/29/2010 0:00,0.89
8/1/2010 0:00,0.31
8/4/2010 0:00,0
8/7/2010 0:00,2.31
8/10/2010 0:00,0
8/13/2010 0:00,0
8/16/2010 0:00,0.67
8/19/2010 0:00,0
8/22/2010 0:00,0
8/25/2010 0:00,0
8/28/2010 0:00,0.0000011
8/31/2010 0:00,0.2000003
9/3/2010 0:00,0
9/6/2010 0:00,1.00E-07
9/9/2010 0:00,0.1100001
9/12/2010 0:00,0.15
9/15/2010 0:00,0
9/18/2010 0:00,0.18
9/21/2010 0:00,1.00E-07
9/24/2010 0:00,0
9/27/2010 0:00,0.02
9/30/2010 0:00,0
10/3/2010 0:00,0.00776625
10/6/2010 0:00,0.00000109
10/9/2010 0:00,0
10/12/2010 0:00,0
10/15/2010 0:00,0
10/18/2010 0:00,0.02
10/21/2010 0:00,0.00776615
10/24/2010 0:00,0
10/27/2010 0:00,0
10/30/2010 0:00,0
11/2/2010 0:00,0
11/5/2010 0:00,0
11/8/2010 0:00,0.83
11/11/2010 0:00,0
11/14/2010 0:00,0
11/17/2010 0:00,0
11/20/2010 0:00,1
11/23/2010 0:00,0.48
11/26/2010 0:00,0.37
11/29/2010 0:00,0.03
12/2/2010 0:00,0.06
12/5/2010 0:00,0.03
12/8/2010 0:00,0.04
12/11/2010 0:00,0.11724798
12/14/2010 0:00,0.04892339
12/17/2010 0:00,0.23443294
12/20/2010 0:00,0.06699317
12/23/2010 0:00,0.06
12/26/2010 0:00,0.09564519
12/29/2010 0:00,0.13574567
1/1/2011 0:00,0.08915258
1/4/2011 0:00,0.03129091
1/7/2011 0:00,0.05352512
1/10/2011 0:00,0.06884469
1/13/2011 0:00,0.02493887
1/16/2011 0:00,0.0862786
1/19/2011 0:00,0.05
1/22/2011 0:00,0.46923415
1/25/2011 0:00,0.12905919
1/28/2011 0:00,0.06
1/31/2011 0:00,0.76
2/3/2011 0:00,0.16818974
2/6/2011 0:00,0.12112588
2/9/2011 0:00,0.06551728
2/12/2011 0:00,0.74186934
2/15/2011 0:00,0.24346193
2/18/2011 0:00,0.53
2/21/2011 0:00,0.41
2/24/2011 0:00,0.16769472
2/27/2011 0:00,1.08
3/2/2011 0:00,0.3925
3/5/2011 0:00,2.40320002
3/8/2011 0:00,3.93000002
3/11/2011 0:00,6.58222915
3/14/2011 0:00,1.77642325
3/17/2011 0:00,1.38939294
3/20/2011 0:00,2.4870787
3/23/2011 0:00,18.0735627
3/26/2011 0:00,4.5301
3/29/2011 0:00,3.42010001
4/1/2011 0:00,3.4
4/4/2011 0:00,5.67785472
4/7/2011 0:00,2.9902
4/10/2011 0:00,5.25368921
4/13/2011 0:00,4.06059999
4/16/2011 0:00,3.66088576
4/19/2011 0:00,5.65128213
4/22/2011 0:00,5.29
4/25/2011 0:00,8.71326592
4/28/2011 0:00,6.6305
5/1/2011 0:00,11.33184732
5/4/2011 0:00,6.36378725
5/7/2011 0:00,6.65502296
5/10/2011 0:00,8.16121563
5/13/2011 0:00,11.54072268
5/16/2011 0:00,14.6451212
5/19/2011 0:00,16.22203741
5/22/2011 0:00,18.82072222
5/25/2011 0:00,20.84249128
5/28/2011 0:00,13.95017832
5/31/2011 0:00,19.95330875
6/3/2011 0:00,26.26233617
6/6/2011 0:00,29.30295222
6/9/2011 0:00,43.33116344
6/12/2011 0:00,44.3103694
6/15/2011 0:00,40.07210388
6/18/2011 0:00,28.33145981
6/21/2011 0:00,17.89533531
6/24/2011 0:00,16.40096242
6/27/2011 0:00,26.52695141
6/30/2011 0:00,17.700014
7/3/2011 0:00,13.34786788
7/6/2011 0:00,17.00709649
7/9/2011 0:00,12.97080973
7/12/2011 0:00,12.78697604
7/15/2011 0:00,16.85521548
7/18/2011 0:00,12.93738114
7/21/2011 0:00,9.00174475
7/24/2011 0:00,10.20384419
7/27/2011 0:00,8.88988639
7/30/2011 0:00,5.71270055
8/2/2011 0:00,7.42971882
8/5/2011 0:00,6.37744951
8/8/2011 0:00,7.94504845
8/11/2011 0:00,7.11131223
8/14/2011 0:00,10.31653556
8/17/2011 0:00,6.74044315
8/20/2011 0:00,5.41691304
8/23/2011 0:00,6.96478529
8/26/2011 0:00,4.68880866
8/29/2011 0:00,5.35429164
9/1/2011 0:00,5.61094361
9/4/2011 0:00,9.87229329
9/7/2011 0:00,8.13899549
9/10/2011 0:00,5.36476482
9/13/2011 0:00,4.15771892
9/16/2011 0:00,4.96831626
9/19/2011 0:00,5.92737413
9/22/2011 0:00,3.78408626
9/25/2011 0:00,3.36760959
9/28/2011 0:00,4.379026
10/1/2011 0:00,3.64170627
10/4/2011 0:00,3.67361125
10/7/2011 0:00,4.29311937
10/10/2011 0:00,3.34552432
10/13/2011 0:00,4.15961153
10/16/2011 0:00,3.20900548
10/19/2011 0:00,3.26182986
10/22/2011 0:00,2.81398947
10/25/2011 0:00,2.74079235
10/28/2011 0:00,3.04376757
10/31/2011 0:00,3.1218532
11/3/2011 0:00,2.90902778
11/6/2011 0:00,2.36602429
11/9/2011 0:00,3.28183143
11/12/2011 0:00,2.52214317
11/15/2011 0:00,2.88289742
11/18/2011 0:00,3.35692678
11/21/2011 0:00,2.77203285
11/24/2011 0:00,3.99912116
11/27/2011 0:00,2.55055237
11/30/2011 0:00,3.5801132
12/3/2011 0:00,4.65336537
12/6/2011 0:00,4.24956871
12/9/2011 0:00,3.0104452
12/12/2011 0:00,177.3232251
12/15/2011 0:00,7.82976711
12/18/2011 0:00,3.10125952
12/21/2011 0:00,4.26075206
12/24/2011 0:00,2.24582386
12/27/2011 0:00,2.99677875
12/30/2011 0:00,3.33845198
1/2/2012 0:00,5.55312158
1/5/2012 0:00,5.69832762
1/8/2012 0:00,3.72339797
1/11/2012 0:00,5.70224742
1/14/2012 0:00,12.78590354
1/17/2012 0:00,7.65315618
1/20/2012 0:00,24.76691769
1/23/2012 0:00,4.95998425
1/26/2012 0:00,8.95157979
1/29/2012 0:00,220.5093206
2/1/2012 0:00,4.75073058
2/4/2012 0:00,8.68539583
2/7/2012 0:00,6.64074854
2/10/2012 0:00,4.17461763
2/13/2012 0:00,5.25311801
2/16/2012 0:00,10.06136133
2/19/2012 0:00,2.65186887
2/22/2012 0:00,3.413929
2/25/2012 0:00,3.12296116
2/28/2012 0:00,3.84771572
3/2/2012 0:00,4.50574566
3/5/2012 0:00,5.18860926
3/8/2012 0:00,4.07410789
3/11/2012 0:00,2.90460712
3/14/2012 0:00,5.17901821
3/17/2012 0:00,3.56057831
3/20/2012 0:00,4.81981657
3/23/2012 0:00,4.22778506
3/26/2012 0:00,3.47762179
3/29/2012 0:00,4.465422
4/1/2012 0:00,3.8187765
4/4/2012 0:00,4.933347
4/7/2012 0:00,3.7089169
4/10/2012 0:00,6.99130937
4/13/2012 0:00,4.49039551
4/16/2012 0:00,5.97850946
4/19/2012 0:00,5.84943097
4/22/2012 0:00,4.86652314
4/25/2012 0:00,5.52832728
4/28/2012 0:00,6.86687116
5/1/2012 0:00,6.73048886
5/4/2012 0:00,10.45653352
5/7/2012 0:00,13.4937383
5/10/2012 0:00,8.83074595
5/13/2012 0:00,11.80632246
5/16/2012 0:00,13.00828295
5/19/2012 0:00,31.84803518
5/22/2012 0:00,12.76867573
5/25/2012 0:00,19.27748871
5/28/2012 0:00,19.49232691
5/31/2012 0:00,12.52807933
6/3/2012 0:00,19.27101479
6/6/2012 0:00,11.27363476
6/9/2012 0:00,22.71134789
6/12/2012 0:00,11.26003378
6/15/2012 0:00,33.56188777
6/18/2012 0:00,27.88555011
6/21/2012 0:00,31.45712954
6/24/2012 0:00,14.64248007
6/27/2012 0:00,18.18068009
6/30/2012 0:00,13.94161293
7/3/2012 0:00,12.35375229
7/6/2012 0:00,16.38467211
7/9/2012 0:00,15.89719336
7/12/2012 0:00,13.53006867
7/15/2012 0:00,17.60255063
7/18/2012 0:00,26.41059394
7/21/2012 0:00,20.01722229
7/24/2012 0:00,15.98700134
7/27/2012 0:00,17.187251
7/30/2012 0:00,19.9791878
8/2/2012 0:00,19.81549506
8/5/2012 0:00,25.67591134
8/8/2012 0:00,52.57535312
8/11/2012 0:00,19.13775992
8/14/2012 0:00,20.67631015
8/17/2012 0:00,30.86566635
8/20/2012 0:00,27.5570644
8/23/2012 0:00,20.8327395
8/26/2012 0:00,20.58149421
8/29/2012 0:00,24.15507933
9/1/2012 0:00,35.33261176
9/4/2012 0:00,29.66526976
9/7/2012 0:00,19.96330059
9/10/2012 0:00,24.05863046
9/13/2012 0:00,19.68463641
9/16/2012 0:00,14.7659364
9/19/2012 0:00,21.44386382
9/22/2012 0:00,15.23518456
9/25/2012 0:00,14.3770069
9/28/2012 0:00,59.39218166
10/1/2012 0:00,16.59077226
10/4/2012 0:00,131.0170483
10/7/2012 0:00,26.42825547
10/10/2012 0:00,23.44129821
10/13/2012 0:00,21.04540427
10/16/2012 0:00,25.01043862
10/19/2012 0:00,15.62399614
10/22/2012 0:00,25.22467775
10/25/2012 0:00,16.66946671
10/28/2012 0:00,12.70849238
10/31/2012 0:00,22.71724606
11/3/2012 0:00,18.75218624
11/6/2012 0:00,25.68602625
11/9/2012 0:00,19.40181595
11/12/2012 0:00,17.84911422
11/15/2012 0:00,31.6415395
11/18/2012 0:00,27.191148
11/21/2012 0:00,30.78838241
11/24/2012 0:00,21.75792328
11/27/2012 0:00,82.01676744
11/30/2012 0:00,22.53063094
12/3/2012 0:00,18.28932863
12/6/2012 0:00,31.15000691
12/9/2012 0:00,24.32194589
12/12/2012 0:00,28.63395313
12/15/2012 0:00,24.34047049
12/18/2012 0:00,40.01882898
12/21/2012 0:00,36.94798575
12/24/2012 0:00,28.03994895
12/27/2012 0:00,36.93617681
12/30/2012 0:00,35.04144571
1/2/2013 0:00,32.06808934
1/5/2013 0:00,31.35059436
1/8/2013 0:00,32.40727682
1/11/2013 0:00,42.53398676
1/14/2013 0:00,34.87908233
1/17/2013 0:00,37.87288715
1/20/2013 0:00,32.98917964
1/23/2013 0:00,44.40792999
1/26/2013 0:00,47.91067554
1/29/2013 0:00,49.61699217
2/1/2013 0:00,52.28602156
2/4/2013 0:00,45.22052171
2/7/2013 0:00,48.56204643
2/10/2013 0:00,45.20832246
2/13/2013 0:00,56.12658455
2/16/2013 0:00,50.77739001
2/19/2013 0:00,46.41317356
2/22/2013 0:00,53.25121434
2/25/2013 0:00,66.62844799
2/28/2013 0:00,60.71283274
3/3/2013 0:00,44.96913537
3/6/2013 0:00,157.2679698
3/9/2013 0:00,52.11584112
3/12/2013 0:00,66.65059923
3/15/2013 0:00,65.01635308
3/18/2013 0:00,37.83272726
3/21/2013 0:00,50.61033936
3/24/2013 0:00,40.62806852
3/27/2013 0:00,60.03141889
3/30/2013 0:00,64.078643
4/2/2013 0:00,61.20119573
4/5/2013 0:00,57.2386576
4/8/2013 0:00,46.27039614
4/11/2013 0:00,63.3686378
4/14/2013 0:00,53.37811427
4/17/2013 0:00,81.48473727
4/20/2013 0:00,46.22212486
4/23/2013 0:00,61.23818202
4/26/2013 0:00,40.59900011
4/29/2013 0:00,45.72411389
5/2/2013 0:00,52.5540039
5/5/2013 0:00,36.56506628
5/8/2013 0:00,52.00264132
5/11/2013 0:00,61.69773114
5/14/2013 0:00,57.38806322
5/17/2013 0:00,55.40377799
5/20/2013 0:00,43.45547937
5/23/2013 0:00,56.46156491
5/26/2013 0:00,31.5289397
5/29/2013 0:00,52.15347597
6/1/2013 0:00,41.25064975
6/4/2013 0:00,54.21273887
6/7/2013 0:00,39.16184703
6/10/2013 0:00,34.47766724
6/13/2013 0:00,40.8787914
6/16/2013 0:00,31.28648429
6/19/2013 0:00,37.4085742
6/22/2013 0:00,55.58427754
6/25/2013 0:00,33.79573922
6/28/2013 0:00,48.09132266
7/1/2013 0:00,24.12834059
7/4/2013 0:00,23.33133526
7/7/2013 0:00,18.42094257
7/10/2013 0:00,26.39959721
7/13/2013 0:00,33.60786141
7/16/2013 0:00,35.8771154
7/19/2013 0:00,21.11963162
7/22/2013 0:00,32.7694805
7/25/2013 0:00,33.78420434
7/28/2013 0:00,23.82217431
7/31/2013 0:00,49.24699101
8/3/2013 0:00,26.43529564
8/6/2013 0:00,41.6806571
8/9/2013 0:00,43.8878449
8/12/2013 0:00,25.37058276
8/15/2013 0:00,63.29990312
8/18/2013 0:00,45.94836173
8/21/2013 0:00,32.14886264
8/24/2013 0:00,27.73017547
8/27/2013 0:00,39.84639775
8/30/2013 0:00,43.91193998
9/2/2013 0:00,47.40491922
9/5/2013 0:00,32.62242832
9/8/2013 0:00,26.14222954
9/11/2013 0:00,22.55500301
9/14/2013 0:00,20.23750549
9/17/2013 0:00,302.7542538
9/20/2013 0:00,27.00884796
9/23/2013 0:00,39.47388851
9/26/2013 0:00,27.23002047
9/29/2013 0:00,25.84549691
10/2/2013 0:00,39.92303312
10/5/2013 0:00,26.06242489
10/8/2013 0:00,17.2769699
10/11/2013 0:00,22.76995908
10/14/2013 0:00,33.03670276
10/17/2013 0:00,36.51952508
10/20/2013 0:00,28.48710739
10/23/2013 0:00,45.77781754
10/26/2013 0:00,35.34328044
10/29/2013 0:00,34.455093
11/1/2013 0:00,35.00360841
11/4/2013 0:00,51.82985587
11/7/2013 0:00,128.5024833
11/10/2013 0:00,45.83360662
11/13/2013 0:00,23.04229153
11/16/2013 0:00,14.2659898
11/19/2013 0:00,31.59785609
11/22/2013 0:00,23.29739671
11/25/2013 0:00,19.60120774
11/28/2013 0:00,30.73997164
12/1/2013 0:00,19.37686102
12/4/2013 0:00,20.83224443
12/7/2013 0:00,37.49123851
12/10/2013 0:00,17.50092456
12/13/2013 0:00,15.1294396
12/16/2013 0:00,15.70545173
12/19/2013 0:00,16.48965383
12/22/2013 0:00,11.46529505
12/25/2013 0:00,12.31784641
12/28/2013 0:00,11.65867105
12/31/2013 0:00,10.98600975
1/3/2014 0:00,13.81938881
1/6/2014 0:00,29.50823266
1/9/2014 0:00,12.80728921
1/12/2014 0:00,11.79779395
1/15/2014 0:00,16.85023545
1/18/2014 0:00,12.72316648
1/21/2014 0:00,15.5990746
1/24/2014 0:00,15.28913391
1/27/2014 0:00,13.45771067
1/30/2014 0:00,13.29500605
2/2/2014 0:00,10.80299217
2/5/2014 0:00,13.81992653
2/8/2014 0:00,12.26699028
2/11/2014 0:00,13.09678624
2/14/2014 0:00,17.09758792
2/17/2014 0:00,23.5617028
2/20/2014 0:00,14.81614558
2/23/2014 0:00,12.06010803
2/26/2014 0:00,14.63310193
3/1/2014 0:00,12.59578282
3/4/2014 0:00,17.38424603
3/7/2014 0:00,13.86113137
3/10/2014 0:00,16.26715826
3/13/2014 0:00,14.65089124
3/16/2014 0:00,12.38310041
3/19/2014 0:00,13.48145116
3/22/2014 0:00,17.57915737
3/25/2014 0:00,14.55404643
3/28/2014 0:00,12.32486726
3/31/2014 0:00,12.70160393
4/3/2014 0:00,13.46028103
4/6/2014 0:00,10.34855898
4/9/2014 0:00,20.25920875
4/12/2014 0:00,9.07114824
4/15/2014 0:00,16.49954518
4/18/2014 0:00,12.16011272
4/21/2014 0:00,12.47640246
4/24/2014 0:00,14.94749758
4/27/2014 0:00,11.74870756
4/30/2014 0:00,12.95582061
5/3/2014 0:00,10.28949159
5/6/2014 0:00,15.00387446
5/9/2014 0:00,15.57402453
5/12/2014 0:00,13.93177704
5/15/2014 0:00,12.8013398
5/18/2014 0:00,8.71450665
5/21/2014 0:00,12.79533682
5/24/2014 0:00,11.23540029
5/27/2014 0:00,12.14135874
5/30/2014 0:00,11.59815107
6/2/2014 0:00,11.70443213
6/5/2014 0:00,12.34989787
6/8/2014 0:00,8.84632234
6/11/2014 0:00,11.27334026
6/14/2014 0:00,9.08986917
6/17/2014 0:00,12.0249054
6/20/2014 0:00,10.71588434
6/23/2014 0:00,11.29559499
6/26/2014 0:00,10.13416507
6/29/2014 0:00,8.86486746
7/2/2014 0:00,12.74840425
7/5/2014 0:00,8.29427605
7/8/2014 0:00,12.27727536
7/11/2014 0:00,10.87078401
7/14/2014 0:00,11.75980369
7/17/2014 0:00,11.76351954
7/20/2014 0:00,8.98402817
7/23/2014 0:00,11.00879636
7/26/2014 0:00,8.73951865
7/29/2014 0:00,10.39546815
8/1/2014 0:00,10.67915418
8/4/2014 0:00,11.0974416
8/7/2014 0:00,10.97700977
8/10/2014 0:00,9.8312772
8/13/2014 0:00,12.41970851
8/16/2014 0:00,13.05170457
8/19/2014 0:00,12.80157171
8/22/2014 0:00,10.75447813
8/25/2014 0:00,16.45338417
8/28/2014 0:00,10.39725982
8/31/2014 0:00,8.8939901
9/3/2014 0:00,11.1270644
9/6/2014 0:00,9.61430998
9/9/2014 0:00,14.11448904
9/12/2014 0:00,10.70477886
9/15/2014 0:00,12.22944483
9/18/2014 0:00,12.34660263
9/21/2014 0:00,9.3371628
9/24/2014 0:00,12.35686671
9/27/2014 0:00,10.4471904
9/30/2014 0:00,12.1265494
10/3/2014 0:00,12.07920856
10/6/2014 0:00,12.61174465
10/9/2014 0:00,13.90439876
10/12/2014 0:00,11.01613637
10/15/2014 0:00,12.55077471
10/18/2014 0:00,10.35069092
10/21/2014 0:00,13.01537323
10/24/2014 0:00,12.35002581
10/27/2014 0:00,13.52589194
10/30/2014 0:00,13.86147032
11/2/2014 0:00,12.64623465
11/5/2014 0:00,13.39815386
11/8/2014 0:00,10.78458677
11/11/2014 0:00,13.37416163
11/14/2014 0:00,13.15059241
11/17/2014 0:00,15.10046843
11/20/2014 0:00,13.27805051
11/23/2014 0:00,11.9135696
11/26/2014 0:00,12.15985418
11/29/2014 0:00,11.08339144
12/2/2014 0:00,14.1965774
12/5/2014 0:00,12.38234866
12/8/2014 0:00,15.78243929
12/11/2014 0:00,11.96549856
12/14/2014 0:00,12.07562664
12/17/2014 0:00,15.18390144
12/20/2014 0:00,12.13819778
12/23/2014 0:00,14.15710028
12/26/2014 0:00,19.30070793
12/29/2014 0:00,14.4376344
1/1/2015 0:00,8.05416484
1/4/2015 0:00,21.74861782
1/7/2015 0:00,12.78348978
1/10/2015 0:00,15.25846972
1/13/2015 0:00,15.50901423
1/16/2015 0:00,14.59406088
1/19/2015 0:00,14.34755742
1/22/2015 0:00,13.40410002
1/25/2015 0:00,13.306376
1/28/2015 0:00,11.59256582
1/31/2015 0:00,12.52130893
2/3/2015 0:00,13.07488376
2/6/2015 0:00,11.70807312
2/9/2015 0:00,14.88796877
2/12/2015 0:00,12.55298681
2/15/2015 0:00,13.82078432
2/18/2015 0:00,14.96619549
2/21/2015 0:00,12.94726109
2/24/2015 0:00,14.41178545
2/27/2015 0:00,14.39065266
3/2/2015 0:00,15.3940228
3/5/2015 0:00,14.89058476
3/8/2015 0:00,13.21540516
3/11/2015 0:00,15.32225806
3/14/2015 0:00,12.34936058
3/17/2015 0:00,14.10203756
3/20/2015 0:00,16.0965401
3/23/2015 0:00,17.57202944
3/26/2015 0:00,14.52750048
3/29/2015 0:00,12.76426269
4/1/2015 0:00,16.83868407
4/4/2015 0:00,13.74643295
4/7/2015 0:00,15.6944422
4/10/2015 0:00,27.80415534
4/13/2015 0:00,17.27967925
4/16/2015 0:00,14.03218749
4/19/2015 0:00,12.99562204
4/22/2015 0:00,15.864116
4/25/2015 0:00,99.35690506
4/28/2015 0:00,16.15746744
5/1/2015 0:00,13.73766087
5/4/2015 0:00,15.10627218
5/7/2015 0:00,15.99528963
5/10/2015 0:00,15.5854514
5/13/2015 0:00,15.48162095
5/16/2015 0:00,13.11363793
5/19/2015 0:00,15.68797983
5/22/2015 0:00,15.33794565
5/25/2015 0:00,15.52614626
5/28/2015 0:00,16.24789347
5/31/2015 0:00,39.45981082
6/3/2015 0:00,18.03214868
6/6/2015 0:00,14.25095862
6/9/2015 0:00,17.7172119
6/12/2015 0:00,18.36680608
6/15/2015 0:00,19.87304204
6/18/2015 0:00,27.33272035
6/21/2015 0:00,14.07698414
6/24/2015 0:00,16.35528118
6/27/2015 0:00,16.74241236
6/30/2015 0:00,29.95122247
7/3/2015 0:00,22.79418437
7/6/2015 0:00,35.590639
7/9/2015 0:00,40.17988719
7/12/2015 0:00,44.36391382
7/15/2015 0:00,26.13382277
7/18/2015 0:00,43.55700027
7/21/2015 0:00,25.67332781
7/24/2015 0:00,23.27602155
7/27/2015 0:00,31.33315906
7/30/2015 0:00,34.02627027
8/2/2015 0:00,20.81821964
8/5/2015 0:00,33.89808802
8/8/2015 0:00,22.40730609
8/11/2015 0:00,26.09037644
8/14/2015 0:00,24.26238231
8/17/2015 0:00,23.50533255
8/20/2015 0:00,25.77554216
8/23/2015 0:00,20.68006617
8/26/2015 0:00,25.15845138
8/29/2015 0:00,21.35923021
9/1/2015 0:00,25.26556984
9/4/2015 0:00,25.08295191
9/7/2015 0:00,29.70364898
9/10/2015 0:00,27.79300834
9/13/2015 0:00,25.36632619
9/16/2015 0:00,26.10466496
9/19/2015 0:00,21.74704429
9/22/2015 0:00,27.82720079
9/25/2015 0:00,27.11947875
9/28/2015 0:00,26.28988147
10/1/2015 0:00,28.82708269
10/4/2015 0:00,19.36537912
10/7/2015 0:00,24.96770404
10/10/2015 0:00,24.80907025
10/13/2015 0:00,24.94470798
10/16/2015 0:00,28.3561839
10/19/2015 0:00,28.30097624
10/22/2015 0:00,29.4120876
10/25/2015 0:00,24.82972719
10/28/2015 0:00,30.11709528
10/31/2015 0:00,28.54469017
11/3/2015 0:00,34.34305541
11/6/2015 0:00,32.32119456
11/9/2015 0:00,29.59354321
11/12/2015 0:00,25.76607374
11/15/2015 0:00,23.01078957
11/18/2015 0:00,27.37508755
11/21/2015 0:00,23.84630843
11/24/2015 0:00,25.12325561
11/27/2015 0:00,26.65176592
11/30/2015 0:00,34.29084643
12/3/2015 0:00,29.71151175
12/6/2015 0:00,30.36759062
12/9/2015 0:00,37.30535029
12/12/2015 0:00,36.96162758
12/15/2015 0:00,39.9989931
12/18/2015 0:00,37.77548047
12/21/2015 0:00,41.10369193
12/24/2015 0:00,36.33612595
12/27/2015 0:00,27.06454523
12/30/2015 0:00,30.79767766
1/2/2016 0:00,31.37600479
1/5/2016 0:00,32.27846687
1/8/2016 0:00,32.53002298
1/11/2016 0:00,35.90416653
1/14/2016 0:00,31.82088874
1/17/2016 0:00,36.326795
1/20/2016 0:00,46.47964248
1/23/2016 0:00,38.59889347
1/26/2016 0:00,47.01650631
1/29/2016 0:00,46.98023086
2/1/2016 0:00,55.98834185
2/4/2016 0:00,38.13751292
2/7/2016 0:00,38.93269746
2/10/2016 0:00,45.10160409
2/13/2016 0:00,34.91582779
2/16/2016 0:00,42.20291344
2/19/2016 0:00,45.93178995
2/22/2016 0:00,45.80619995
2/25/2016 0:00,45.89148285
2/28/2016 0:00,44.48851907
3/2/2016 0:00,92.15325496
3/5/2016 0:00,62.07709524
3/8/2016 0:00,44.92403847
3/11/2016 0:00,39.76764706
3/14/2016 0:00,41.05698574
3/17/2016 0:00,46.32816082
