Timestamp,hash-rate
11/2/2012 0:00,24.45680662
11/5/2012 0:00,23.88593548
11/8/2012 0:00,24.14628575
11/11/2012 0:00,25.17877999
11/14/2012 0:00,24.36685165
11/17/2012 0:00,23.55039314
11/20/2012 0:00,23.4447252
11/23/2012 0:00,24.49734552
11/26/2012 0:00,24.66480784
11/29/2012 0:00,25.95652087
12/2/2012 0:00,26.18266273
12/5/2012 0:00,25.27604426
12/8/2012 0:00,23.42002555
12/11/2012 0:00,22.10127542
12/14/2012 0:00,22.78033607
12/17/2012 0:00,21.34595108
12/20/2012 0:00,20.7740481
12/23/2012 0:00,21.13304662
12/26/2012 0:00,21.63564456
12/29/2012 0:00,23.30971664
1/1/2013 0:00,23.29684709
1/4/2013 0:00,23.65664676
1/7/2013 0:00,22.85257469
1/10/2013 0:00,22.47556796
1/13/2013 0:00,21.86121764
1/16/2013 0:00,21.29967359
1/19/2013 0:00,20.6073765
1/22/2013 0:00,21.16121417
1/25/2013 0:00,22.01504724
1/28/2013 0:00,22.1280258
1/31/2013 0:00,22.30539592
2/3/2013 0:00,23.42283561
2/6/2013 0:00,24.8726576
2/9/2013 0:00,25.14463356
2/12/2013 0:00,25.2377553
2/15/2013 0:00,25.00514926
2/18/2013 0:00,27.30794906
2/21/2013 0:00,29.59510131
2/24/2013 0:00,30.77256206
2/27/2013 0:00,31.2945395
3/2/2013 0:00,32.12481166
3/5/2013 0:00,33.41230617
3/8/2013 0:00,34.08914211
3/11/2013 0:00,35.36089355
3/14/2013 0:00,34.46136204
3/17/2013 0:00,38.22467566
3/20/2013 0:00,42.98902391
3/23/2013 0:00,47.85131533
3/26/2013 0:00,52.65649086
3/29/2013 0:00,53.68090657
4/1/2013 0:00,52.40030936
4/4/2013 0:00,59.67548843
4/7/2013 0:00,59.22531031
4/10/2013 0:00,60.26299447
4/13/2013 0:00,64.73359302
4/16/2013 0:00,63.80727056
4/19/2013 0:00,66.69336865
4/22/2013 0:00,68.01745473
4/25/2013 0:00,70.29492659
4/28/2013 0:00,73.92757465
5/1/2013 0:00,75.22107937
5/4/2013 0:00,73.88575317
5/7/2013 0:00,75.27739834
5/10/2013 0:00,80.35790716
5/13/2013 0:00,85.00907721
5/16/2013 0:00,86.74510902
5/19/2013 0:00,86.38343731
5/22/2013 0:00,82.70322426
5/25/2013 0:00,85.56327812
5/28/2013 0:00,94.27157207
5/31/2013 0:00,99.52252389
6/3/2013 0:00,108.6605801
6/6/2013 0:00,123.8833178
6/9/2013 0:00,132.342721
6/12/2013 0:00,136.5337967
6/15/2013 0:00,139.193546
6/18/2013 0:00,143.4983815
6/21/2013 0:00,137.7097321
6/24/2013 0:00,149.9721199
6/27/2013 0:00,157.5256608
6/30/2013 0:00,160.3571893
7/3/2013 0:00,168.0375139
7/6/2013 0:00,175.2995432
7/9/2013 0:00,187.8750506
7/12/2013 0:00,203.8510744
7/15/2013 0:00,209.212084
7/18/2013 0:00,218.3088907
7/21/2013 0:00,222.0247868
7/24/2013 0:00,237.8693025
7/27/2013 0:00,247.2180145
7/30/2013 0:00,249.0506518
8/2/2013 0:00,278.5726988
8/5/2013 0:00,298.2627314
8/8/2013 0:00,324.086807
8/11/2013 0:00,355.031657
8/14/2013 0:00,395.3663822
8/17/2013 0:00,417.6460719
8/20/2013 0:00,449.9524544
8/23/2013 0:00,479.5403463
8/26/2013 0:00,510.1153164
8/29/2013 0:00,540.6423123
9/1/2013 0:00,584.5862042
9/4/2013 0:00,661.1613938
9/7/2013 0:00,725.4965437
9/10/2013 0:00,723.4877769
9/13/2013 0:00,796.3840345
9/16/2013 0:00,895.8337967
9/19/2013 0:00,935.2841392
9/22/2013 0:00,1003.784054
9/25/2013 0:00,1082.96702
9/28/2013 0:00,1244.744003
10/1/2013 0:00,1285.237482
10/4/2013 0:00,1327.38432
10/7/2013 0:00,1465.746416
10/10/2013 0:00,1563.787432
10/13/2013 0:00,1697.692472
10/16/2013 0:00,1998.787574
10/19/2013 0:00,2338.404231
10/22/2013 0:00,2628.205873
10/25/2013 0:00,2810.098723
10/28/2013 0:00,3154.265107
10/31/2013 0:00,3374.437282
11/3/2013 0:00,3678.422494
11/6/2013 0:00,3825.559394
11/9/2013 0:00,3802.868954
11/12/2013 0:00,3933.395133
11/15/2013 0:00,4295.967252
11/18/2013 0:00,4826.532482
11/21/2013 0:00,4837.318485
11/24/2013 0:00,4981.782593
11/27/2013 0:00,4999.095478
11/30/2013 0:00,5370.127723
12/3/2013 0:00,5747.66581
12/6/2013 0:00,6234.333072
12/9/2013 0:00,6445.325811
12/12/2013 0:00,7078.181464
12/15/2013 0:00,7626.34587
12/18/2013 0:00,8114.884685
12/21/2013 0:00,9005.070763
12/24/2013 0:00,9414.272755
12/27/2013 0:00,9731.244642
12/30/2013 0:00,9770.024596
1/2/2014 0:00,10323.51955
1/5/2014 0:00,10582.9204
1/8/2014 0:00,11760.62969
1/11/2014 0:00,12813.23626
1/14/2014 0:00,14305.12696
1/17/2014 0:00,15285.62766
1/20/2014 0:00,15605.92598
1/23/2014 0:00,15821.96893
1/26/2014 0:00,16994.94476
1/29/2014 0:00,17732.34765
2/1/2014 0:00,17822.99199
2/4/2014 0:00,19271.88906
2/7/2014 0:00,20656.48075
2/10/2014 0:00,21087.88513
2/13/2014 0:00,21315.11098
2/16/2014 0:00,22134.20695
2/19/2014 0:00,24359.78848
2/22/2014 0:00,26123.49597
2/25/2014 0:00,27225.08711
2/28/2014 0:00,27313.98535
3/3/2014 0:00,29032.72098
3/6/2014 0:00,29164.00877
3/9/2014 0:00,29671.47449
3/12/2014 0:00,31486.98937
3/15/2014 0:00,32057.97613
3/18/2014 0:00,33824.37064
3/21/2014 0:00,33714.16826
3/24/2014 0:00,36430.6187
3/27/2014 0:00,38996.44354
3/30/2014 0:00,41705.37043
4/2/2014 0:00,41778.36545
4/5/2014 0:00,44836.18624
4/8/2014 0:00,47780.19966
4/11/2014 0:00,48128.63571
4/14/2014 0:00,49108.70777
4/17/2014 0:00,52541.97141
4/20/2014 0:00,55940.88978
4/23/2014 0:00,55738.05725
4/26/2014 0:00,56994.02461
4/29/2014 0:00,57043.58463
5/2/2014 0:00,59124.3279
5/5/2014 0:00,60375.43246
5/8/2014 0:00,62954.26662
5/11/2014 0:00,63920.17144
5/14/2014 0:00,67604.47014
5/17/2014 0:00,71358.1518
5/20/2014 0:00,74314.99306
5/23/2014 0:00,76704.13835
5/26/2014 0:00,77693.31191
5/29/2014 0:00,79388.73574
6/1/2014 0:00,79597.02104
6/4/2014 0:00,86799.36343
6/7/2014 0:00,88537.81468
6/10/2014 0:00,87321.39742
6/13/2014 0:00,88915.53635
6/16/2014 0:00,95511.14891
6/19/2014 0:00,105251.717
6/22/2014 0:00,113782.959
6/25/2014 0:00,118931.4626
6/28/2014 0:00,122564.4173
7/1/2014 0:00,124527.4699
7/4/2014 0:00,120435.8687
7/7/2014 0:00,118958.0069
7/10/2014 0:00,125885.2804
7/13/2014 0:00,128751.7384
7/16/2014 0:00,128806.1563
7/19/2014 0:00,134448.4799
7/22/2014 0:00,138379.3318
7/25/2014 0:00,133947.2535
7/28/2014 0:00,131646.2068
7/31/2014 0:00,138928.4508
8/3/2014 0:00,145962.6768
8/6/2014 0:00,142370.1587
8/9/2014 0:00,142042.1068
8/12/2014 0:00,156186.9054
8/15/2014 0:00,168551.6459
8/18/2014 0:00,166590.1139
8/21/2014 0:00,173869.381
8/24/2014 0:00,185549.6474
8/27/2014 0:00,187620.0106
8/30/2014 0:00,191175.9856
9/2/2014 0:00,205492.2852
9/5/2014 0:00,210825.0291
9/8/2014 0:00,214261.8716
9/11/2014 0:00,212119.2529
9/14/2014 0:00,215235.7892
9/17/2014 0:00,230941.5697
9/20/2014 0:00,251183.753
9/23/2014 0:00,256320.1904
9/26/2014 0:00,242339.0891
9/29/2014 0:00,237192.7421
10/2/2014 0:00,244492.4536
10/5/2014 0:00,247623.8573
10/8/2014 0:00,262392.6759
10/11/2014 0:00,262629.4035
10/14/2014 0:00,254597.3328
10/17/2014 0:00,258511.7331
10/20/2014 0:00,255280.3365
10/23/2014 0:00,257517.4572
10/26/2014 0:00,261957.9967
10/29/2014 0:00,269178.8897
11/1/2014 0:00,277528.2123
11/4/2014 0:00,289794.6526
11/7/2014 0:00,298142.2085
11/10/2014 0:00,290766.3526
11/13/2014 0:00,286306.5269
11/16/2014 0:00,285462.7945
11/19/2014 0:00,287993.9917
11/22/2014 0:00,281806.1041
11/25/2014 0:00,286019.9368
11/28/2014 0:00,280465.5523
12/1/2014 0:00,291626.9365
12/4/2014 0:00,285903.1498
12/7/2014 0:00,286699.9065
12/10/2014 0:00,277260.3304
12/13/2014 0:00,286100.5156
12/16/2014 0:00,289225.7447
12/19/2014 0:00,274761.561
12/22/2014 0:00,271171.9834
12/25/2014 0:00,277685.488
12/28/2014 0:00,297019.7955
12/31/2014 0:00,309909.3338
1/3/2015 0:00,318714.726
1/6/2015 0:00,323459.8598
1/9/2015 0:00,316894.2242
1/12/2015 0:00,302463.704
1/15/2015 0:00,297101.5732
1/18/2015 0:00,306288.2272
1/21/2015 0:00,312263.311
1/24/2015 0:00,303519.9383
1/27/2015 0:00,282598.2964
1/30/2015 0:00,296921.4384
2/2/2015 0:00,317069.2015
2/5/2015 0:00,315666.4983
2/8/2015 0:00,324459.4369
2/11/2015 0:00,325783.7947
2/14/2015 0:00,318705.117
2/17/2015 0:00,324853.935
2/20/2015 0:00,338744.6766
2/23/2015 0:00,345058.6501
2/26/2015 0:00,338305.8581
3/1/2015 0:00,335436.4235
3/4/2015 0:00,347109.3574
3/7/2015 0:00,337495.0581
3/10/2015 0:00,336202.5437
3/13/2015 0:00,346865.6791
3/16/2015 0:00,337478.8311
3/19/2015 0:00,326027.4536
3/22/2015 0:00,333100.3632
3/25/2015 0:00,342699.2978
3/28/2015 0:00,361125.7289
3/31/2015 0:00,363944.166
4/3/2015 0:00,349346.5878
4/6/2015 0:00,346632.8094
4/9/2015 0:00,345894.1291
4/12/2015 0:00,344119.0779
4/15/2015 0:00,342714.5102
